Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,ASSET #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
5 Chairs,81560,PUBLIC LIBRARY,04/10/2014,$45.00,$1.04,0.23,$10.35,$10.35,Successful,04/17/2014,,"78380, 78381, 78382, 78383, 78384",,,3611623543,$3000,$0.00,$34.65,General Fund,0
Dell Computer,81559,ITS,04/10/2014,$85.00,$0.00,0.23,$19.55,$19.55,Successful,04/15/2014,,77605,,,Money Order,$3000,$0.00,$65.45,General Fund,0
Dell Computer,81558,ITS,04/10/2014,$75.00,$1.72,0.23,$17.25,$17.25,Successful,04/10/2014,,77566,,,3611035021,$3000,$0.00,$57.75,General Fund,0
Dell Laptop w/Bag,81557,ITS,04/10/2014,$103.00,$2.37,0.23,$23.69,$23.69,Successful,04/30/2014,,77096,,,3612931164,$3000,$0.00,$79.31,General Fund,0
Metal Book Case,81539,PUBLIC WORKS,04/10/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,04/21/2014,,72747,,,3611911801,$3000,$0.00,$4.62,General Fund,0
Metal Book Case,81538,PUBLIC WORKS,04/10/2014,$7.26,$0.17,0.23,$1.66,$1.66,Successful,04/16/2014,,72748,,,3611539617,$3000,$0.00,$5.59,General Fund,0
Steelcase 3-Drawer File Cabinet,81537,MDHA,04/10/2014,$7.00,$0.16,0.23,$1.61,$1.61,Successful,04/10/2014,,MDHA-67675,,,3611018001,$3000,$0.00,$5.39,Enterprise,0
Modern Steel 5-Drawer File Cabinet,81536,POLICE DEPARTMENT,04/10/2014,$11.00,$0.25,0.23,$2.53,$2.53,Successful,04/14/2014,,77109,,,3611331473,$3000,$0.00,$8.47,General Fund,0
Metal 3-Drawer File Cabinet,81535,POLICE DEPARTMENT,04/10/2014,$4.00,$0.09,0.23,$0.92,$0.92,Successful,04/14/2014,,77971,,,3611331449,$3000,$0.00,$3.08,General Fund,0
Metal Cabinet,81534,POLICE DEPARTMENT,04/10/2014,$13.00,$0.30,0.23,$2.99,$2.99,Successful,04/10/2014,,77972,,,3611007091,$3000,$0.00,$10.01,General Fund,0
5-Drawer Metal File Cabinet,81533,POLICE DEPARTMENT,04/10/2014,$11.55,$0.27,0.23,$2.65,$2.65,Successful,04/10/2014,,77114,,,3611017946,$3000,$0.00,$8.89,General Fund,0
2 Steelcase Chairs,81532,POLICE DEPARTMENT,04/10/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/14/2014,,"77380, 78613",,,3611291575,$3000,$0.00,$1.54,General Fund,0
4 Office Chairs,81530,POLICE DEPARTMENT,04/10/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/17/2014,,"77246, 77234, 77235, 77620",,,3611613531,$3000,$0.00,$1.54,General Fund,0
Steelcase Chair,81528,PUBLIC DEFENDER,04/10/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/14/2014,,76184,,,3611291562,$3000,$0.00,$1.54,General Fund,0
2 Steelcase Chairs,81527,PUBLIC DEFENDER,04/10/2014,$3.51,$0.08,0.23,$0.80,$0.80,Successful,04/15/2014,,"73925, 73926",,,3611410981,$3000,$0.00,$2.70,General Fund,0
2 Steelcase Chairs,81525,WATER SERVICES,04/10/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/15/2014,,"WS-75033, WS-75035",,,3611455820,$3000,$0.00,$1.54,Enterprise,0
Steelcase Chair,81524,NASHVILLE CONVENTION CTR,04/10/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,04/14/2014,,NCC-73834,,,3611291549,$3000,$0.00,$0.77,Enterprise,0
2 Steelcase Chairs,81520,NASHVILLE CONVENTION CTR,04/10/2014,$30.00,$0.69,0.23,$6.90,$6.90,Successful,04/10/2014,,"NCC-74962, NCC-76476",,,3611031609,$3000,$0.00,$23.10,Enterprise,0
Boreem Mini Bike,81775,POLICE STATE DRUG FUND,04/10/2014,$135.00,$3.10,0.23,$31.05,$31.05,Successful,04/17/2014,,IM-981244,,,3611647668,$3000,$0.00,$103.95,Enterprise,0
Ariens Lawn Tractor,81776,POLICE STATE FELONY FORFEITURE,04/10/2014,$615.01,$0.00,0.23,$141.45,$141.45,Successful,04/14/2014,,IM-980406,,,Cashiers Check,$3000,$0.00,$473.55,Enterprise,0
Craftsman Mower w/ Grass Catcher,81777,POLICE STATE FELONY FORFEITURE,04/10/2014,$186.00,$0.00,0.23,$42.78,$42.78,Successful,04/14/2014,,IM-980407,,,Cashiers Check,$3000,$0.00,$143.22,Enterprise,0
Echo Backpack Blower,81778,POLICE STATE FELONY FORFEITURE,04/10/2014,$195.00,$0.00,0.23,$44.85,$44.85,Successful,04/14/2014,,IM-980408,,,Cashiers Check,$3000,$0.00,$150.15,Enterprise,0
Skag Zero Turn Mower,81779,MDHA,04/10/2014,$2325.00,$53.48,0.23,$534.75,$534.75,Successful,04/10/2014,,,MDHA-Z,,3610998641,$3000,$0.00,$1790.25,Enterprise,0
2005 John Deere Zero Turn Mower,81780,OFM-PARKS,04/10/2014,$2175.00,$50.02,0.23,$500.25,$500.25,Successful,04/15/2014,80003375,,29 5283,,3611408446,$3000,$0.00,$1674.75,Enterprise,0
1998 Westward Industries 3-Wheel Scooter,81781,OFM-PUBLIC WORKS,04/10/2014,$400.00,$9.20,0.23,$92.00,$92.00,Successful,04/10/2014,217322,,18D 4100,,3611032435,$3000,$0.00,$308.00,Enterprise,0
1996 Westward Industries 3-Wheel Scooter,81782,OFM-PUBLIC WORKS,04/10/2014,$209.00,$0.00,0.23,$48.07,$48.07,Successful,04/23/2014,212027,,18D 4094,,Money Order,$3000,$0.00,$160.93,Enterprise,0
2005 Ford F-450,81783,OFM-PUBLIC WORKS,04/10/2014,$1825.00,$41.98,0.23,$419.75,$419.75,Successful,04/17/2014,80003350,,08L 5959,,3611613160,$3000,$0.00,$1405.25,Enterprise,0
2009 Chevrolet Impala,81784,OFM-POLICE,04/10/2014,$765.00,$17.60,0.23,$175.95,$175.95,Successful,04/14/2014,80014185,,2101 JI,,3611286230,$3000,$0.00,$589.05,Enterprise,0
2003 Ford F-250,81795,OFM-HEALTH DEPARTMENT,04/10/2014,$2200.01,$0.00,0.23,$506.00,$506.00,Successful,04/22/2014,80000433,,P 2813 AL,,Cashiers Check,$3000,$0.00,$1694.00,Enterprise,0
2001 Dodge Ram 1500,81796,POLICE STATE DRUG FUND,04/10/2014,$1250.00,$28.75,0.23,$287.50,$287.50,Successful,04/14/2014,,,07F 4603,,3611294446,$3000,$0.00,$962.50,Enterprise,0
3 Chairs,81521,NASHVILLE CONVENTION CTR,04/10/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,05/06/2014,,"NCC-74963, NCC-75491, NCC-76474",,,3613703920,$3000,$0.00,$0.77,Enterprise,0
Chair,81522,NASHVILLE CONVENTION CTR,04/10/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,05/06/2014,,NCC-73836,,,3613703925,$3000,$0.00,$0.77,Enterprise,0
Chair,81523,NASHVILLE CONVENTION CTR,04/10/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,05/06/2014,,NCC-73838,,,3613703928,$3000,$0.00,$0.77,Enterprise,0
2 Chairs,81531,POLICE DEPARTMENT,04/10/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,05/06/2014,,"71044, 74725",,,3613703932,$3000,$0.00,$0.77,General Fund,0
4 Chairs,81502,PUBLIC DEFENDER,04/09/2014,$42.00,$0.97,0.23,$9.66,$9.66,Successful,04/10/2014,,"78522, 78538, 78542, 78544",,,3611021010,$3000,$0.00,$32.34,General Fund,0
Dell Laptop w/Bag,81556,ITS,04/09/2014,$175.00,$4.02,0.23,$40.25,$40.25,Successful,04/10/2014,,77098,,,3610981174,$3000,$0.00,$134.75,General Fund,0
Dell Laptop w/Bag,81555,ITS,04/09/2014,$145.00,$3.34,0.23,$33.35,$33.35,Successful,04/10/2014,,77082,,,3610981153,$3000,$0.00,$111.65,General Fund,0
Dell Laptop w/Bag,81554,ITS,04/09/2014,$145.00,$3.34,0.23,$33.35,$33.35,Successful,04/10/2014,,77086,,,3610981136,$3000,$0.00,$111.65,General Fund,0
Dell Laptop w/Bag,81553,ITS,04/09/2014,$145.00,$3.34,0.23,$33.35,$33.35,Successful,04/10/2014,,77089,,,3610981129,$3000,$0.00,$111.65,General Fund,0
Dell Laptop w/Bag,81552,ITS,04/09/2014,$111.00,$2.55,0.23,$25.53,$25.53,Successful,04/10/2014,,77049,,,3610990786,$3000,$0.00,$85.47,General Fund,0
10kt White Gold Chain,81657,DRUG TASK FORCE,04/09/2014,$695.00,$0.00,0.23,$159.85,$159.85,Successful,04/14/2014,,TF-311-058B,,,Cashiers Check,$3000,$0.00,$535.15,Enterprise,0
Troy-Bilt Pressure Washer,81740,POLICE VEHICLE IMPOUND,04/09/2014,$52.00,$1.20,0.23,$11.96,$11.96,Successful,04/10/2014,,IM-967879,,,3610992859,$3000,$0.00,$40.04,General Fund,0
Poulan Pro-Link Trimmer w/ Tiller Attachment,81741,POLICE VEHICLE IMPOUND,04/09/2014,$64.00,$1.47,0.23,$14.72,$14.72,Successful,04/21/2014,,IM-967877,,,3611990224,$3000,$0.00,$49.28,General Fund,0
Dell Server,81518,ITS,04/09/2014,$29.00,$0.67,0.23,$6.67,$6.67,Successful,04/10/2014,,78494,,,3610981108,$3000,$0.00,$22.33,General Fund,0
Dell Server,81517,ITS,04/09/2014,$32.00,$0.74,0.23,$7.36,$7.36,Successful,04/10/2014,,77311,,,3610981092,$3000,$0.00,$24.64,General Fund,0
Dell Server,81516,ITS,04/09/2014,$27.00,$0.62,0.23,$6.21,$6.21,Successful,04/10/2014,,77623,,,3610981081,$3000,$0.00,$20.79,General Fund,0
2 Cisco Controllers,81515,SHERIFF,04/09/2014,$42.00,$0.97,0.23,$9.66,$9.66,Successful,04/09/2014,,"76567, 76568",,,3610884900,$3000,$0.00,$32.34,General Fund,0
Assorted Office Supplies,81514,STATE TRIAL COURT,04/09/2014,$23.00,$0.53,0.23,$5.29,$5.29,Successful,04/10/2014,,"78625, 78629, 78631",,,3611004193,$3000,$0.00,$17.71,General Fund,0
Assorted Office Electronics,81513,STATE TRIAL COURT,04/09/2014,$47.00,$1.08,0.23,$10.81,$10.81,Successful,04/10/2014,,78630B,,,3611004159,$3000,$0.00,$36.19,General Fund,0
1 Box of Assorted Office Supplies,81512,STATE TRIAL COURT,04/09/2014,$22.00,$0.51,0.23,$5.06,$5.06,Successful,04/09/2014,,78630A,,,3610910740,$3000,$0.00,$16.94,General Fund,0
3 Dry Erase Boards,81511,STATE TRIAL COURT,04/09/2014,$17.00,$0.39,0.23,$3.91,$3.91,Successful,04/10/2014,,"78626, 78627, 78628",,,3611034107,$3000,$0.00,$13.09,General Fund,0
Binders,81510,PLANNING,04/09/2014,$12.26,$0.28,0.23,$2.81,$2.81,Successful,04/10/2014,,77645,,,3611004132,$3000,$0.00,$9.44,General Fund,0
2 Rolls of Vellum Paper,81509,PLANNING,04/09/2014,$7.50,$0.17,0.23,$1.72,$1.72,Successful,04/09/2014,,77643,,,3610883359,$3000,$0.00,$5.77,General Fund,0
2 Lamps,81508,PLANNING,04/09/2014,$7.51,$0.00,0.23,$1.72,$1.72,Successful,04/29/2014,,"77635, 77636",,,Cash,$3000,$0.00,$5.78,General Fund,0
PC Accessories,81507,PLANNING,04/09/2014,$7.50,$0.17,0.23,$1.72,$1.72,Successful,04/09/2014,,77634,,,3610883032,$3000,$0.00,$5.77,General Fund,0
HP Laser Jet 4050 Printer,81506,TENNESSEE STATE FAIR,04/09/2014,$60.00,$0.00,0.23,$13.80,$13.80,Successful,04/21/2014,,SF-77364,,,Money Order,$3000,$0.00,$46.20,Enterprise,0
Server Rack,81505,TENNESSEE STATE FAIR,04/09/2014,$176.99,$4.07,0.23,$40.70,$40.70,Successful,04/10/2014,,SF-77360,,,3611016549,$3000,$0.00,$136.28,Enterprise,0
29 Metal Folding Chairs,81504,TENNESSEE STATE FAIR,04/09/2014,$65.00,$1.50,0.23,$14.95,$14.95,Successful,04/14/2014,,"SF-77323, SF-77324, SF-77325, SF-77326, SF-77327, SF-77328, SF-77329, SF-77330, SF-77331, SF-77332, SF-77333, SF-77334, SF-77335, SF-77336, SF-77337, SF-77338, SF-77339, SF-77340, SF-77341, SF-77342, SF-77343, SF-77344, SF-77345, SF-77346, SF-77347, SF-77",,,3611317685,$3000,$0.00,$50.05,Enterprise,0
8 Chairs,81503,PUBLIC DEFENDER,04/09/2014,$72.64,$1.67,0.23,$16.70,$16.70,Successful,04/10/2014,,"78525, 78545, 78543, 78523, 78524, 78540, 78539, 78541",,,3611037057,$3000,$0.00,$55.93,General Fund,0
5 Sharp Cash Registers,81499,SCHOOL BOARD WAREHOUSE,04/08/2014,$50.01,$1.15,0.23,$11.50,$11.50,Successful,04/10/2014,,"SBS-6303, SBS-6304",,,3611016494,$3000,$0.00,$38.50,Enterprise,0
11 Student Desks,81498,SCHOOL BOARD WAREHOUSE,04/08/2014,$43.62,$1.00,0.23,$10.03,$10.03,Successful,04/08/2014,,SBS-6300B,,,3610771736,$3000,$0.00,$33.58,Enterprise,0
10 Student Desks,81497,SCHOOL BOARD WAREHOUSE,04/08/2014,$39.08,$0.90,0.23,$8.98,$8.98,Successful,04/08/2014,,SBS-6300A,,,3610771720,$3000,$0.00,$30.09,Enterprise,0
Kitchen Items,81496,SCHOOL BOARD WAREHOUSE,04/08/2014,$105.88,$2.44,0.23,$24.35,$24.35,Successful,04/10/2014,,SBS-6334,,,3611016419,$3000,$0.00,$81.52,Enterprise,0
3 Wheel Chairs,81495,SCHOOL BOARD WAREHOUSE,04/08/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,04/14/2014,,SBS-6315,,,3611285414,$3000,$0.00,$4.62,Enterprise,0
Power Pack,81494,SCHOOL BOARD WAREHOUSE,04/08/2014,$25.01,$0.58,0.23,$5.75,$5.75,Successful,04/14/2014,,SBS-6309,,,3611285412,$3000,$0.00,$19.25,Enterprise,0
GE Refrigerator,81493,SCHOOL BOARD WAREHOUSE,04/08/2014,$111.00,$0.00,0.23,$25.53,$25.53,Successful,04/08/2014,,SBS-6327,,,Cashiers Check,$3000,$0.00,$85.47,Enterprise,0
Challenge Paper Drill,81492,SCHOOL BOARD WAREHOUSE,04/08/2014,$233.00,$0.00,0.23,$53.59,$53.59,Successful,04/14/2014,,SBS-6325,,,Cashiers Check,$3000,$0.00,$179.41,Enterprise,0
2 Wooden Tables,81491,SCHOOL BOARD WAREHOUSE,04/08/2014,$70.00,$1.61,0.23,$16.10,$16.10,Successful,04/09/2014,,SBS-5329A,,,3610912158,$3000,$0.00,$53.90,Enterprise,0
Wooden Table,81490,SCHOOL BOARD WAREHOUSE,04/08/2014,$12.00,$0.00,0.23,$2.76,$2.76,Successful,04/29/2014,,SBS-6329D,,,Cash,$3000,$0.00,$9.24,Enterprise,0
Wooden Table,81489,SCHOOL BOARD WAREHOUSE,04/08/2014,$45.00,$1.04,0.23,$10.35,$10.35,Successful,04/09/2014,,SBS-6329B,,,3610912129,$3000,$0.00,$34.65,Enterprise,0
Wooden 2-Drawer Table/Desk,81488,SCHOOL BOARD WAREHOUSE,04/08/2014,$1.00,$0.02,0.23,$0.23,$0.23,Successful,04/08/2014,,SBS-6322,,,3610782961,$3000,$0.00,$0.77,Enterprise,0
Hoshizaki Ice Machine,81487,SCHOOL BOARD WAREHOUSE,04/08/2014,$258.00,$5.93,0.23,$59.34,$59.34,Successful,04/08/2014,,SBS-6307,,,3610761965,$3000,$0.00,$198.66,Enterprise,0
Vulcan Skillet,81486,SCHOOL BOARD WAREHOUSE,04/08/2014,$259.00,$5.96,0.23,$59.57,$59.57,Successful,04/08/2014,,SBS-6308,,,3610762685,$3000,$0.00,$199.43,Enterprise,0
2 Cafeteria Tables,81485,SCHOOL BOARD WAREHOUSE,04/08/2014,$78.00,$1.79,0.23,$17.94,$17.94,Successful,04/10/2014,,SBS-6328,,,3611016394,$3000,$0.00,$60.06,Enterprise,0
6 Dell Laptop Bags,81548,ITS,04/08/2014,$22.51,$0.52,0.23,$5.17,$5.17,Successful,04/08/2014,,75964A,,,3610774156,$3000,$0.00,$17.33,General Fund,0
1 Box of Power Cords,81547,ITS,04/08/2014,$46.12,$0.00,0.23,$10.60,$10.60,Successful,04/10/2014,,75965,,,Money Order,$3000,$0.00,$35.51,General Fund,0
Dell Laptop w/Bag,81551,ITS,04/08/2014,$76.00,$1.75,0.23,$17.48,$17.48,Successful,04/10/2014,,77061,,,3610981659,$3000,$0.00,$58.52,General Fund,0
Dell Laptop w/Bag,81550,ITS,04/08/2014,$56.22,$1.29,0.23,$12.93,$12.93,Successful,04/17/2014,,77057,,,3611610074,$3000,$0.00,$43.28,General Fund,0
8 Dell Laptop Bags,81549,ITS,04/08/2014,$30.00,$0.69,0.23,$6.90,$6.90,Successful,04/08/2014,,75964B,,,3610800463,$3000,$0.00,$23.10,General Fund,0
Assorted Wedges,81501,SCHOOL BOARD WAREHOUSE,04/08/2014,$8.00,$0.18,0.23,$1.84,$1.84,Successful,04/08/2014,,SBS-6319,,,3610783020,$3000,$0.00,$6.16,Enterprise,0
Assorted Wheel Chair Trays,81500,SCHOOL BOARD WAREHOUSE,04/08/2014,$5.00,$0.12,0.23,$1.15,$1.15,Successful,04/14/2014,,SBS-6318,,,3611285419,$3000,$0.00,$3.85,Enterprise,0
6 Monitor Stands,81459,STATE TRIAL COURT,04/07/2014,$11.25,$0.00,0.23,$2.58,$2.58,Successful,04/22/2014,,"78431, 78430, 78432, 78434, 78433, 78429",,,Money Order,$3000,$0.00,$8.66,General Fund,0
Microwave,81460,STATE TRIAL COURT,04/07/2014,$16.00,$0.00,0.23,$3.68,$3.68,Successful,04/14/2014,,78418,,,Cashiers Check,$3000,$0.00,$12.32,General Fund,0
Air Filters,81461,STATE TRIAL COURT,04/07/2014,$15.57,$0.36,0.23,$3.58,$3.58,Successful,04/08/2014,,78471,,,3610780804,$3000,$0.00,$11.98,General Fund,0
Paint,81462,STATE TRIAL COURT,04/07/2014,$5.00,$0.12,0.23,$1.15,$1.15,Successful,04/22/2014,,78455,,,3612001980,$3000,$0.00,$3.85,General Fund,0
Dell Laptop,81464,ITS,04/07/2014,$87.50,$2.01,0.23,$20.12,$20.12,Successful,04/07/2014,,77052,,,3610652871,$3000,$0.00,$67.37,General Fund,0
Dell Laptop,81467,ITS,04/07/2014,$132.50,$3.05,0.23,$30.47,$30.47,Successful,04/07/2014,,77071,,,3610652938,$3000,$0.00,$102.02,General Fund,0
Dell Laptop,81465,ITS,04/07/2014,$125.00,$2.88,0.23,$28.75,$28.75,Successful,04/07/2014,,77080,,,3610655967,$3000,$0.00,$96.25,General Fund,0
Dell Laptop,81468,ITS,04/07/2014,$155.14,$3.57,0.23,$35.68,$35.68,Successful,04/07/2014,,77081,,,3610652977,$3000,$0.00,$119.45,General Fund,0
Dell Laptop,81472,ITS,04/07/2014,$88.00,$2.02,0.23,$20.24,$20.24,Successful,04/07/2014,,77092,,,3610653046,$3000,$0.00,$67.76,General Fund,0
Dell Laptop,81470,ITS,04/07/2014,$140.12,$3.22,0.23,$32.22,$32.22,Successful,04/07/2014,,77074,,,3610653023,$3000,$0.00,$107.89,General Fund,0
Dell Laptop,81469,ITS,04/07/2014,$218.00,$5.01,0.23,$50.14,$50.14,Successful,04/15/2014,,77088,,,3611424763,$3000,$0.00,$167.86,General Fund,0
Tanita Baby Scale,81455,HEALTH,04/07/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/08/2014,,74996,,,3610780748,$3000,$0.00,$1.54,General Fund,0
Vehicle Trackers,81456,HEALTH,04/07/2014,$37.00,$0.85,0.23,$8.51,$8.51,Successful,04/15/2014,,75008,,,3611424732,$3000,$0.00,$28.49,General Fund,0
Toshiba TV/VCR Combo,81457,SHERIFF,04/07/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,04/15/2014,,75871,,,3611406989,$3000,$0.00,$4.62,General Fund,0
30 Dell Computers,81545,ITS,04/07/2014,$2225.00,$0.00,0.23,$511.75,$511.75,Successful,04/15/2014,,"77497, 77495, 77522, 77516, 77554, 77536, 77560, 77533, 77544, 77545, 77508, 77551, 77511, 77503, 77517, 77540, 77523, 77518, 77509, 77501, 77519, 77525, 77548, 77559, 77539, 77524, 77528, 77543, 77506, 77502",,,Cashiers Check,$3000,$0.00,$1713.25,General Fund,0
25 Dell Computers,81544,ITS,04/07/2014,$1575.00,$0.00,0.23,$362.25,$362.25,Successful,04/24/2014,,"77582, 77604, 77607, 77577, 77595, 77588, 77580, 77584, 77581, 77596, 77583, 77606, 77594, 77610, 77597, 77569, 77561, 77574, 77557, 77556, 77571, 77572, 77567, 77558, 77550",,,Money Order,$3000,$0.00,$1212.75,General Fund,0
Assorted Office Supplies,81543,POLICE DEPARTMENT,04/07/2014,$43.00,$0.99,0.23,$9.89,$9.89,Successful,04/07/2014,,"78594, 78612",,,3610723551,$3000,$0.00,$33.11,General Fund,0
'Nortel Networks' Switch,81613,JIS,04/07/2014,$4.50,$0.10,0.23,$1.03,$1.03,Successful,04/07/2014,,76200,,,3610653104,$3000,$0.00,$3.46,General Fund,0
7 Dell Computers,81614,JIS,04/07/2014,$130.00,$2.99,0.23,$29.90,$29.90,Successful,04/07/2014,,"76186, 76188, 76190, 76187, 76191, 76192, 76189",,,3610723618,$3000,$0.00,$100.10,General Fund,0
HP LaserJet 4,81611,JIS,04/07/2014,$7.60,$0.17,0.23,$1.74,$1.74,Successful,04/08/2014,,76199,,,3610794563,$3000,$0.00,$5.85,General Fund,0
'Bay Networks' Switch,81612,JIS,04/07/2014,$4.50,$0.10,0.23,$1.03,$1.03,Successful,04/07/2014,,76198,,,3610653071,$3000,$0.00,$3.46,General Fund,0
Dell Laptop Bag,81615,PARKS,04/07/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,04/14/2014,,75083,,,3611331520,$3000,$0.00,$4.62,General Fund,0
File Cabinet,81616,PARKS,04/07/2014,$34.01,$0.78,0.23,$7.82,$7.82,Successful,04/09/2014,,78476,,,3610904195,$3000,$0.00,$26.18,General Fund,0
Toner Cartridges,81458,STATE TRIAL COURT,04/07/2014,$163.67,$3.76,0.23,$37.64,$37.64,Successful,04/10/2014,,"78463, 78464",,,3611017819,$3000,$0.00,$126.02,General Fund,0
'High Roller' Diamond Pendant,81656,DRUG TASK FORCE,04/07/2014,$3101.00,$0.00,0.23,$713.23,$713.23,Successful,04/14/2014,,TF-311-003A,,,Cashiers Check,$3000,$0.00,$2387.77,Enterprise,0
Toaster Oven,81454,HEALTH,04/07/2014,$15.00,$0.34,0.23,$3.45,$3.45,Successful,05/19/2014,,75010,,,3614662367,$3000,$0.00,$11.55,General Fund,0
35 Dell Computers,81546,ITS,04/07/2014,$2450.00,$0.00,0.23,$563.50,$563.50,Successful,05/01/2014,,"77530, 77520, 77535, 77555, 77547, 77507, 77496, 77542, 77534, 77527, 77526, 77541, 77514, 77498, 77513, 77564, 77529, 77510, 77565, 77500, 77552, 77570, 77563, 77521, 77538, 77537, 77504, 77546, 77505, 77512, 77562, 77499, 77515, 77531, 77573",,,Cashiers Check,$3000,$0.00,$1886.50,General Fund,0
Assorted Electronics,81542,SHERIFF,04/07/2014,$160.00,$0.00,0.23,$36.80,$36.80,Successful,05/01/2014,,"76588, 76553, 76555, 76554, 76548, 76550, 76549, 76569, 76561, 76559, 76656, 76557, 76565, 76564, 76560, 76578, 76655",,,Cashiers Check,$3000,$0.00,$123.20,General Fund,0
2001 Pontiac Grand Prix,81595,POLICE STATE DRUG FUND,04/03/2014,$360.00,$0.00,0.23,$82.80,$82.80,Successful,04/10/2014,,,,128215,Cashiers Check,$3000,$135.00,$142.20,Enterprise,0
1 Lot of Assorted Batteries,81593,POLICE DEPARTMENT,04/03/2014,$27.01,$0.62,0.23,$6.21,$6.21,Successful,04/03/2014,,"76633, 76636",,,3610343869,$3000,$0.00,$20.79,General Fund,0
11 Flat Screen Monitors,81591,POLICE DEPARTMENT,04/03/2014,$35.76,$0.82,0.23,$8.22,$8.22,Successful,04/16/2014,,"78576, 78578, 78579 ,78580, 78582 ,78583, 78584, 78585 ,78587, 78590 ,78591",,,3611588173,$3000,$0.00,$27.53,General Fund,0
2 Chairs,81590,HEALTH,04/03/2014,$2.00,$0.05,0.23,$0.46,$0.46,Successful,04/08/2014,,"78637, 78638",,,3610748704,$3000,$0.00,$1.54,General Fund,0
4 Dell Laptop Bags,81589,ITS,04/03/2014,$13.00,$0.30,0.23,$2.99,$2.99,Successful,04/21/2014,,"77613, 77614, 77615, 77616",,,3611894181,$3000,$0.00,$10.01,General Fund,0
3 Power Authority Power Boxes,81588,ITS,04/03/2014,$29.69,$0.68,0.23,$6.82,$6.82,Successful,04/09/2014,,"77492, 77493, 77494",,,3610904131,$3000,$0.00,$22.86,General Fund,0
15 Monitor Stands,81587,ITS,04/03/2014,$8.00,$0.00,0.23,$1.84,$1.84,Successful,04/10/2014,,"77477, 77478, 77479, 77480, 77481, 77482, 77483, 77484, 77485, 77486, 77487, 77488, 77489, 77490 77491",,,Money Order,$3000,$0.00,$6.16,General Fund,0
PC Accessories,81586,ITS,04/03/2014,$6.00,$0.14,0.23,$1.38,$1.38,Successful,04/22/2014,,77617,,,3612001983,$3000,$0.00,$4.62,General Fund,0
2003 Nissan Altima,81585,POLICE STATE DRUG FUND,04/03/2014,$3001.65,$0.00,0.23,$690.37,$690.37,Successful,04/08/2014,,,,138572,Cashiers Check,$3000,$145.00,$2166.27,Enterprise,0
Dell Latitude C840 Laptop,81584,ITS,04/03/2014,$22.01,$0.51,0.23,$5.06,$5.06,Successful,04/06/2014,,75690,,,3610584552,$3000,$0.00,$16.94,General Fund,0
2008 Chevrolet Impala,81583,OFM-POLICE,04/03/2014,$2000.01,$0.00,0.23,$460.00,$460.00,Successful,04/08/2014,80008287,,1618 JH,,Cashiers Check,$3000,$0.00,$1540.00,Enterprise,0
2005 Dodge Stratus,81582,OFM-CODES,04/03/2014,$830.00,$0.00,0.23,$190.90,$190.90,Successful,04/03/2014,80003633,,P 3040 AN,,Money Order,$3000,$0.00,$639.10,Enterprise,0
2011 Chevrolet Impala,81581,OFM-POLICE,04/03/2014,$884.00,$0.00,0.23,$203.32,$203.32,Successful,04/08/2014,80016132,,8075 AJ,,Cashiers Check,$3000,$0.00,$680.68,Enterprise,0
Dell Computer,81431,ITS,04/03/2014,$65.00,$1.50,0.23,$14.95,$14.95,Successful,04/08/2014,,77601,,,3610788287,$3000,$0.00,$50.05,General Fund,0
Dell Computer,81432,ITS,04/03/2014,$53.51,$1.23,0.23,$12.30,$12.30,Successful,04/09/2014,,77591,,,3610930361,$3000,$0.00,$41.20,General Fund,0
Dell Computer,81433,ITS,04/03/2014,$53.51,$1.23,0.23,$12.30,$12.30,Successful,04/07/2014,,77611,,,3610602671,$3000,$0.00,$41.20,General Fund,0
Dell Computer,81434,ITS,04/03/2014,$43.03,$0.99,0.23,$9.89,$9.89,Successful,04/08/2014,,77585,,,3610774115,$3000,$0.00,$33.13,General Fund,0
Dell Laptop w/Bag,81419,ITS,04/03/2014,$145.00,$3.34,0.23,$33.35,$33.35,Successful,04/03/2014,,77079,,,3610316270,$3000,$0.00,$111.65,General Fund,0
Office Equipment,81607,SHERIFF,04/03/2014,$61.69,$1.42,0.23,$14.18,$14.18,Successful,05/08/2014,,"76574, 76590, 76591",,,3613874668,$3000,$0.00,$47.50,General Fund,0
