Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,ASSET #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
File Cabinet,90943,METRO CLERK,10/22/2015,$179.00,$4.12,23%,$41.17,$41.17,Successful,10/27/2015,,96515,,,3655615137,$3000,$0.00,$137.82,General Fund,0
2004 Chevrolet Impala,90966,OFM-POLICE,10/21/2015,$795.00,$0.00,23%,$182.85,$182.85,Successful,10/28/2015,80003106,,P 7263 AM,,Cashiers Check,$3000,$0.00,$612.15,Enterprise,0
Office Electronics,90927,POLICE DEPARTMENT,10/21/2015,$33.00,$0.00,23%,$7.59,$7.59,Successful,10/27/2015,,"95110, 95111, 95112, 95113, 95114",,,Money Order,$3000,$0.00,$25.41,General Fund,0
Dell Server,90928,POLICE DEPARTMENT,10/21/2015,$9.00,$0.21,23%,$2.07,$2.07,Successful,10/21/2015,226818,93859,,,3654973142,$3000,$0.00,$6.93,General Fund,0
Server Rack Equipment,90931,POLICE DEPARTMENT,10/21/2015,$7.50,$0.17,23%,$1.72,$1.72,Successful,10/25/2015,,"94383, 94384, 94385, 94386, 94387, 94388, 94382, 94389, 94390, 94391, 94392",,,3655389837,$3000,$0.00,$5.77,General Fund,0
Table,90932,POLICE DEPARTMENT,10/21/2015,$3.00,,23%,$0.69,$0.69,Successful,10/26/2015,,98210,,,3655461038,$3000,$0.00,$2.31,General Fund,0
2008 Chevrolet Impala,90969,OFM-POLICE,10/21/2015,$722.01,$0.00,23%,$166.06,$166.06,Successful,11/12/2015,80008346,,1653 JH,,Cashiers Check,$3000,$0.00,$555.94,Enterprise,0
Fujitsu Life Book,90922,POLICE DEPARTMENT,10/21/2015,$10.99,$0.25,23%,$2.52,$2.52,Successful,10/22/2015,P018520,94077,,,3655064737,$3000,$0.00,$8.46,General Fund,0
Fujitsu Life Book,90923,POLICE DEPARTMENT,10/21/2015,$6.99,$0.16,23%,$1.60,$1.60,Successful,10/21/2015,P019235,93531,,,3655011288,$3000,$0.00,$5.38,General Fund,0
Fujitsu Life Book,90924,POLICE DEPARTMENT,10/21/2015,$13.99,$0.32,23%,$3.21,$3.21,Successful,10/22/2015,P019624,93665,,,3655079579,$3000,$0.00,$10.77,General Fund,0
Vehicle Screen Parts,90933,OFM,10/21/2015,$10.50,$0.00,23%,$2.41,$2.41,Successful,10/27/2015,,OFM-96529,,,Money Order,$3000,$0.00,$8.08,Enterprise,0
Seca Height Chart,90941,HEALTH,10/21/2015,$1.00,$0.02,23%,$0.23,$0.23,Successful,11/09/2015,,95282,,,3656845904,$3000,$0.00,$0.77,General Fund,0
2 Zep Barrels,90936,OFM,10/21/2015,$27.00,$0.00,23%,$6.21,$6.21,Successful,11/12/2015,,"OFM-96544, OFM-96546",,,Cashiers Check,$3000,$0.00,$20.79,Enterprise,0
Blue Light Bar (Emergency Provider Only),90935,OFM,10/21/2015,$20.20,$0.46,23%,$4.64,$4.64,Successful,11/09/2015,,OFM-96524B,,,3656819623,$3000,$0.00,$15.55,Enterprise,0
Server Rack Doors,90930,POLICE DEPARTMENT,10/21/2015,$4.00,$0.09,23%,$0.92,$0.92,Successful,11/17/2015,,"93860, 93861, 93862, 93863, 93864, 93865, 93866, 93867",,,3657472833,$3000,$0.00,$3.08,General Fund,0
Dell Server,90929,POLICE DEPARTMENT,10/21/2015,$6.50,$0.15,23%,$1.49,$1.49,Successful,11/11/2015,,93858,,,3657012327,$3000,$0.00,$5.00,General Fund,0
Fujitsu Life Book,90925,POLICE DEPARTMENT,10/21/2015,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/21/2015,P019265,93671,,,3655011317,$3000,$0.00,$4.62,General Fund,0
3 Whelen LED Blue Light Bars (Emergency Provider Only),90934,OFM,10/21/2015,$375.01,$8.63,23%,$86.25,$86.25,Successful,10/21/2015,,OFM-96524,,,3654985418,$3000,$0.00,$288.75,Enterprise,0
Office Electronics,90937,FIRE,10/21/2015,$37.00,$0.00,23%,$8.51,$8.51,Successful,10/27/2015,,"95327, 95328, 95329, 95330, 95331, 95333, 95334, 95337, 95339, 95340, 95341, 95342, 95343, 95344, 95345, 95346, 95347, 95348, 95350, 95351, 95357, 95359",,,Money Order,$3000,$0.00,$28.49,General Fund,0
Fjuitsu Life Book,90926,POLICE DEPARTMENT,10/21/2015,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/21/2015,P019644,93613,,,3654973447,$3000,$0.00,$4.62,General Fund,0
3M Anti-Theft Equipment,90938,PUBLIC LIBRARY,10/21/2015,$21.00,$0.00,23%,$4.83,$4.83,Successful,10/27/2015,,"95379, 95380, 95381, 95382, 95383, 95384, 95385, 95386, 95387, 95388, 95389, 95390, 95391",,,Money Order,$3000,$0.00,$16.17,General Fund,0
Americana Dishwasher,90939,PUBLIC LIBRARY,10/21/2015,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/21/2015,,96509,,,3654973149,$3000,$0.00,$0.77,General Fund,0
Detecto Scale,90940,HEALTH,10/21/2015,$52.00,$1.20,23%,$11.96,$11.96,Successful,10/22/2015,,95280,,,3655070758,$3000,$0.00,$40.04,General Fund,0
Chair,90942,DRUG TASK FORCE,10/21/2015,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/21/2015,,TF-327-189,,,3654978154,$3000,$0.00,$0.77,Enterprise,0
1999 Bluebird School Bus,90962,SCHOOL BOARD,10/21/2015,$2225.00,$0.00,23%,$511.75,$511.75,Successful,10/27/2015,18922,,98-46,,Cashiers Check,$3000,$0.00,$1713.25,Enterprise,0
1999 Bluebird School Bus,90964,SCHOOL BOARD,10/21/2015,$2501.01,$0.00,23%,$575.23,$575.23,Successful,10/29/2015,18919,,98-43,,Cashiers Check,$3000,$0.00,$1925.77,Enterprise,0
2009 Chevrolet Impala,90967,OFM-POLICE,10/21/2015,$830.99,$19.11,23%,$191.12,$191.12,Successful,10/26/2015,80014138,,2096 JI,,3655482184,$3000,$0.00,$639.86,Enterprise,0
2003 Ford Expedition,90968,OFM-POLICE,10/21/2015,$1602.80,$0.00,23%,$368.64,$368.64,Successful,10/28/2015,80000746,,P 2849 AL,,Cashiers Check,$3000,$0.00,$1234.15,Enterprise,0
2012 Chevrolet Impala,90970,OFM-POLICE,10/21/2015,$2300.01,$0.00,23%,$529.00,$529.00,Successful,10/29/2015,80017261,,8175 AB,,Cashiers Check,$3000,$0.00,$1771.00,Enterprise,0
2006 John Deere Pro Gator Turf,90971,OFM-PARKS,10/21/2015,$655.00,$15.06,23%,$150.65,$150.65,Successful,10/21/2015,80000092,,1256 JF,,3654973264,$3000,$0.00,$504.35,Enterprise,0
Computer Table,90899,SCHOOL BOARD WAREHOUSE,10/20/2015,$11.29,$0.26,23%,$2.59,$2.59,Successful,10/21/2015,,SBS-7573C,,,3654951186,$3000,$0.00,$8.69,Enterprise,0
Nike Tennis Shoes,90920,DRUG TASK FORCE,10/20/2015,$37.00,$0.00,23%,$8.51,$8.51,Successful,11/02/2015,,TF-330-007J,,,Money Order,$3000,$0.00,$28.49,Enterprise,0
"Samsung 51"" Flat Screen Plasma TV",90919,DRUG TASK FORCE,10/20/2015,$268.00,$6.16,23%,$61.64,$61.64,Successful,11/08/2015,,TF-327-158,,,3656755504,$3000,$0.00,$206.36,Enterprise,0
Microwave,90916,SCHOOL BOARD WAREHOUSE,10/20/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,11/08/2015,,SBS-7576,,,3656755362,$3000,$0.00,$12.32,Enterprise,0
Cart,90914,SCHOOL BOARD WAREHOUSE,10/20/2015,$17.00,$0.00,23%,$3.91,$3.91,Successful,11/03/2015,,SBS-7575B,,,Money Order,$3000,$0.00,$13.09,Enterprise,0
Keyboard,90913,SCHOOL BOARD WAREHOUSE,10/20/2015,$15.04,$0.35,23%,$3.45,$3.45,Successful,11/11/2015,,SBS-7566,,,3657012324,$3000,$0.00,$11.58,Enterprise,0
2 Projection Screens,90908,SCHOOL BOARD WAREHOUSE,10/20/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,11/02/2015,,SBS-7571B,,,3656203751,$3000,$0.00,$20.79,Enterprise,0
Desk,90904,SCHOOL BOARD WAREHOUSE,10/20/2015,$6.00,$0.00,23%,$1.38,$1.38,Successful,11/03/2015,,SBS-7574,,,Money Order,$3000,$0.00,$4.62,Enterprise,0
Ice Cream Box,90906,SCHOOL BOARD FOOD SERVICE,10/20/2015,$91.00,$0.00,23%,$20.93,$20.93,Successful,10/22/2015,it387385,FSBS-0029,,,Cashiers Check,$3000,$0.00,$70.06,Enterprise,0
2 Projection Screens,90907,SCHOOL BOARD WAREHOUSE,10/20/2015,$37.00,$0.85,23%,$8.51,$8.51,Successful,10/27/2015,,SBS-7571A,,,3655588508,$3000,$0.00,$28.49,Enterprise,0
2 Projection Screens,90909,SCHOOL BOARD WAREHOUSE,10/20/2015,$27.25,$0.00,23%,$6.26,$6.26,Successful,10/27/2015,,SBS-7571C,,,Money Order,$3000,$0.00,$20.98,Enterprise,0
2 Vehicle Seats,90910,SCHOOL BOARD WAREHOUSE,10/20/2015,$24.10,$0.00,23%,$5.54,$5.54,Successful,10/29/2015,,SBS-7572,,,Cashiers Check,$3000,$0.00,$18.55,Enterprise,0
Handicapped Equipment,90911,SCHOOL BOARD WAREHOUSE,10/20/2015,$36.00,$0.83,23%,$8.28,$8.28,Successful,10/20/2015,,SBS-7618,,,3654875496,$3000,$0.00,$27.72,Enterprise,0
Ice Cream Box,90905,SCHOOL BOARD FOOD SERVICE,10/20/2015,$80.00,$0.00,23%,$18.40,$18.40,Successful,10/22/2015,it380973,FSBS-0030,,,Cashiers Check,$3000,$0.00,$61.59,Enterprise,0
Surfacing Mill,90912,SCHOOL BOARD WAREHOUSE,10/20/2015,$194.00,$4.46,23%,$44.62,$44.62,Successful,10/20/2015,it268463 010398,SBS-7594,,,3654875503,$3000,$0.00,$149.38,Enterprise,0
Plumbing Tool,90915,SCHOOL BOARD WAREHOUSE,10/20/2015,$75.01,$1.73,23%,$17.25,$17.25,Successful,10/20/2015,,SBS-7547,,,3654862878,$3000,$0.00,$57.75,Enterprise,0
"LG 55"" LED Flat Screen TV",90918,DRUG TASK FORCE,10/20/2015,$460.00,$10.58,23%,$105.80,$105.80,Successful,10/26/2015,,TF-330-017,,,3655463255,$3000,$0.00,$354.20,Enterprise,0
Gucci Shoes,90921,DRUG TASK FORCE,10/20/2015,$103.00,$2.37,23%,$23.69,$23.69,Successful,10/21/2015,,TF-330-007O,,,3654963017,$3000,$0.00,$79.31,Enterprise,0
Ice Machine,90902,SCHOOL BOARD FOOD SERVICE,10/20/2015,$308.00,$0.00,23%,$70.84,$70.84,Successful,10/27/2015,,FSBS-0033,,,Money Order,$3000,$0.00,$237.16,Enterprise,0
Ice Machine,90901,SCHOOL BOARD FOOD SERVICE,10/20/2015,$515.52,$0.00,23%,$118.56,$118.56,Successful,10/27/2015,it381072,FSBS-0034,,,Money Order,$3000,$0.00,$396.95,Enterprise,0
Computer Table,90900,SCHOOL BOARD WAREHOUSE,10/20/2015,$5.29,$0.12,23%,$1.21,$1.21,Successful,10/21/2015,,SBS-7573D,,,3655001514,$3000,$0.00,$4.07,Enterprise,0
Computer Table,90898,SCHOOL BOARD WAREHOUSE,10/20/2015,$12.29,$0.28,23%,$2.82,$2.82,Successful,10/21/2015,,SBS-7573B,,,3654951185,$3000,$0.00,$9.46,Enterprise,0
XBox 360,90890,DRUG TASK FORCE,10/19/2015,$84.57,$1.95,23%,$19.45,$19.45,Successful,10/22/2015,,TF-328-022B,,,3655115696,$3000,$0.00,$65.11,Enterprise,0
"LG 50"" Plasma Flat Screen TV",90896,DRUG TASK FORCE,10/19/2015,$37.00,$0.85,23%,$8.51,$8.51,Successful,10/21/2015,,TF-328-044,,,3654992275,$3000,$0.00,$28.49,Enterprise,0
Tech Craft TV Stand,90895,DRUG TASK FORCE,10/19/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/20/2015,,TF-328-021,,,3654847543,$3000,$0.00,$20.79,Enterprise,0
Ottoman,90894,DRUG TASK FORCE,10/19/2015,$34.00,$0.00,23%,$7.82,$7.82,Successful,10/27/2015,,TF-328-041,,,Money Order,$3000,$0.00,$26.18,Enterprise,0
2 End Tables,90893,DRUG TASK FORCE,10/19/2015,$39.00,$0.90,23%,$8.97,$8.97,Successful,10/23/2015,,TF-328-043,,,3655187252,$3000,$0.00,$30.03,Enterprise,0
XBox 360 w/Kinect,90891,DRUG TASK FORCE,10/19/2015,$70.00,$1.61,23%,$16.10,$16.10,Successful,10/19/2015,,TF-328-036B,,,3654751861,$3000,$0.00,$53.90,Enterprise,0
3 XBox 360 Games,90889,DRUG TASK FORCE,10/19/2015,$37.00,$0.85,23%,$8.51,$8.51,Successful,10/22/2015,,TF-328-036A,,,3655066477,$3000,$0.00,$28.49,Enterprise,0
Lenovo,90874,DRUG TASK FORCE,10/19/2015,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/19/2015,,TF-327-190,,,3654753273,$3000,$0.00,$10.01,Enterprise,0
Ohaus Digital Scale,90873,DRUG TASK FORCE,10/19/2015,$188.49,$4.34,23%,$43.35,$43.35,Successful,10/19/2015,,TF-327-076,,,3654742887,$3000,$0.00,$145.13,Enterprise,0
Roku Box w/Remote,90872,DRUG TASK FORCE,10/19/2015,$73.00,$0.00,23%,$16.79,$16.79,Successful,10/22/2015,,TF-327-198,,,Money Order,$3000,$0.00,$56.21,Enterprise,0
XBox 360 Kinect,90871,DRUG TASK FORCE,10/19/2015,$21.00,$0.48,23%,$4.83,$4.83,Successful,10/19/2015,,TF-327-200,,,3654769170,$3000,$0.00,$16.17,Enterprise,0
Sony PSP,90869,DRUG TASK FORCE,10/19/2015,$27.10,$0.62,23%,$6.23,$6.23,Successful,10/22/2015,,TF-327-105,,,3655070138,$3000,$0.00,$20.86,Enterprise,0
Sony Handycam,90868,DRUG TASK FORCE,10/19/2015,$83.00,$0.00,23%,$19.09,$19.09,Successful,10/22/2015,,TF-327-107,,,Money Order,$3000,$0.00,$63.91,Enterprise,0
7 XBox 360 Games,90888,DRUG TASK FORCE,10/19/2015,$55.03,$1.27,23%,$12.65,$12.65,Successful,10/21/2015,,TF-328-022A,,,3654991956,$3000,$0.00,$42.37,Enterprise,0
16GB Apple iPod Touch,90887,DRUG TASK FORCE,10/19/2015,$53.00,$1.22,23%,$12.19,$12.19,Successful,10/19/2015,,TF-328-024,,,3654767023,$3000,$0.00,$40.81,Enterprise,0
Sony DVD/CD Player,90886,DRUG TASK FORCE,10/19/2015,$8.50,$0.20,23%,$1.95,$1.95,Successful,10/20/2015,,TF-328-038,,,3654872620,$3000,$0.00,$6.54,Enterprise,0
Table w/Bar Stool & Bench,90884,DRUG TASK FORCE,10/19/2015,$45.00,$0.00,23%,$10.35,$10.35,Successful,10/27/2015,,TF-328-027,,,Money Order,$3000,$0.00,$34.65,Enterprise,0
Bazaar Area Rug,90883,DRUG TASK FORCE,10/19/2015,$81.03,$1.86,23%,$18.63,$18.63,Successful,10/26/2015,,TF-327-139,,,3655509514,$3000,$0.00,$62.39,Enterprise,0
Small Hutch,90882,DRUG TASK FORCE,10/19/2015,$55.01,$1.27,23%,$12.65,$12.65,Successful,10/26/2015,,TF-327-203,,,3655509293,$3000,$0.00,$42.35,Enterprise,0
Alien Ware Comuter,90881,DRUG TASK FORCE,10/19/2015,$335.00,$7.70,23%,$77.05,$77.05,Successful,10/22/2015,,TF-327-202,,,3655062313,$3000,$0.00,$257.95,Enterprise,0
Lenovo Computer,90880,DRUG TASK FORCE,10/19/2015,$20.00,$0.46,23%,$4.60,$4.60,Successful,10/26/2015,,TF-327-156,,,3655447132,$3000,$0.00,$15.39,Enterprise,0
"LG 42"" Plasma Flat Screen TV",90878,DRUG TASK FORCE,10/19/2015,$151.00,$3.47,23%,$34.73,$34.73,Successful,10/21/2015,,TF-327-197,,,3654991955,$3000,$0.00,$116.27,Enterprise,0
Mitsubishi Front Bumper,90877,DRUG TASK FORCE,10/19/2015,$52.00,$1.20,23%,$11.96,$11.96,Successful,10/20/2015,,TF-327-228,,,3654852119,$3000,$0.00,$40.04,Enterprise,0
Exhaust Pipe,90876,DRUG TASK FORCE,10/19/2015,$106.00,$2.44,23%,$24.38,$24.38,Successful,10/19/2015,,TF-327-229,,,3654745219,$3000,$0.00,$81.62,Enterprise,0
Kenmore Microwave,90875,DRUG TASK FORCE,10/19/2015,$77.00,$1.77,23%,$17.71,$17.71,Successful,10/19/2015,,TF-327-194,,,3654750950,$3000,$0.00,$59.29,Enterprise,0
Dell Laptop,90897,DRUG TASK FORCE,10/19/2015,$218.00,$5.01,23%,$50.14,$50.14,Successful,10/21/2015,,TF-328-035,,,3654982776,$3000,$0.00,$167.86,Enterprise,0
5 HDMI Cables,90870,DRUG TASK FORCE,10/19/2015,$7.56,$0.17,23%,$1.73,$1.73,Successful,11/08/2015,,TF-327-095,,,3656758596,$3000,$0.00,$5.82,Enterprise,0
LG Blu-ray Home Theater,90885,DRUG TASK FORCE,10/19/2015,$120.00,$2.76,23%,$27.60,$27.60,Successful,11/04/2015,,TF-328-040,,,3656383181,$3000,$0.00,$92.40,Enterprise,0
Dell Monitor,90854,JUVENILE COURT,10/15/2015,$15.00,$0.34,23%,$3.45,$3.45,Successful,10/19/2015,,96017,,,3654768648,$3000,$0.00,$11.55,General Fund,0
Dell Monitor,90853,JUVENILE COURT,10/15/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/19/2015,,96007,,,3654768643,$3000,$0.00,$12.32,General Fund,0
Dell Monitor,90852,JUVENILE COURT,10/15/2015,$15.00,$0.34,23%,$3.45,$3.45,Successful,10/29/2015,,96005,,,3655810285,$3000,$0.00,$11.55,General Fund,0
Dell Monitor,90851,JUVENILE COURT,10/15/2015,$25.00,$0.57,23%,$5.75,$5.75,Successful,10/29/2015,,96016,,,3655810282,$3000,$0.00,$19.25,General Fund,0
Dell Monitor,90850,JUVENILE COURT,10/15/2015,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/19/2015,,95999,,,3654768636,$3000,$0.00,$13.09,General Fund,0
Dell Monitor,90849,JUVENILE COURT,10/15/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/19/2015,,96000,,,3654768628,$3000,$0.00,$12.32,General Fund,0
Dell Monitor,90848,JUVENILE COURT,10/15/2015,$29.00,$0.67,23%,$6.67,$6.67,Successful,10/15/2015,,96001,,,3654430978,$3000,$0.00,$22.33,General Fund,0
Gold Coin Pendant and Chain,90744,DRUG TASK FORCE,10/15/2015,$2475.00,$0.00,23%,$569.25,$569.25,Successful,10/19/2015,,TF-330-095,,,Money Order,$3000,$0.00,$1905.75,Enterprise,0
Dell Computer,90867,CIRCUIT COURT CLERK,10/15/2015,$125.01,$0.00,23%,$28.75,$28.75,Successful,10/15/2015,CCC0067,95694,,,Cashiers Check,$3000,$0.00,$96.25,General Fund,0
Dell Computer,90866,CIRCUIT COURT CLERK,10/15/2015,$125.00,$2.88,23%,$28.75,$28.75,Successful,10/21/2015,CCC00082,95722,,,3655001512,$3000,$0.00,$96.25,General Fund,0
Dell Computer,90865,CIRCUIT COURT CLERK,10/15/2015,$125.00,$0.00,23%,$28.75,$28.75,Successful,10/15/2015,CCC0018,95652,,,Cashiers Check,$3000,$0.00,$96.25,General Fund,0
Dell Monitor,90858,JUVENILE COURT,10/15/2015,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/19/2015,,96002,,,3654768669,$3000,$0.00,$13.09,General Fund,0
Dell Monitor,90857,JUVENILE COURT,10/15/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/19/2015,,96004,,,3654768665,$3000,$0.00,$12.32,General Fund,0
Dell Monitor,90856,JUVENILE COURT,10/15/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/19/2015,,96009,,,3654768661,$3000,$0.00,$12.32,General Fund,0
Dell Monitor,90855,JUVENILE COURT,10/15/2015,$11.00,$0.25,23%,$2.53,$2.53,Successful,10/19/2015,,96006,,,3654768654,$3000,$0.00,$8.46,General Fund,0
Dell Computer,90864,CIRCUIT COURT CLERK,10/15/2015,$130.19,$0.00,23%,$29.94,$29.94,Successful,10/15/2015,CCC0101,95711,,,Cashiers Check,$3000,$0.00,$100.25,General Fund,0
Dell Computer,90863,JIS,10/15/2015,$41.00,$0.94,23%,$9.43,$9.43,Successful,10/19/2015,JIS07345,96133,,,3654753269,$3000,$0.00,$31.57,General Fund,0
Dell Comuter,90862,JUVENILE COURT,10/15/2015,$41.00,$0.94,23%,$9.43,$9.43,Successful,10/19/2015,JIS07443,96143,,,3654753267,$3000,$0.00,$31.57,General Fund,0
Dell Computer,90861,JUVENILE COURT,10/15/2015,$41.00,$0.94,23%,$9.43,$9.43,Successful,10/19/2015,JIS06059,96141,,,3654753262,$3000,$0.00,$31.57,General Fund,0
Dell Computer,90860,JUVENILE COURT,10/15/2015,$43.00,$0.99,23%,$9.89,$9.89,Successful,10/15/2015,JIS07366,96129,,,3654453390,$3000,$0.00,$33.11,General Fund,0
Dell Computer,90859,JUVENILE COURT,10/15/2015,$43.00,$0.99,23%,$9.89,$9.89,Successful,10/20/2015,JIS06057,96136,,,3654869200,$3000,$0.00,$33.11,General Fund,0
2 Bernhardt Chairs,90824,LP FIELD,10/14/2015,$45.00,$1.04,23%,$10.35,$10.35,Successful,10/14/2015,,"LP-97532, LP-97535",,,3654320147,$3000,$0.00,$34.65,Enterprise,0
2 Bernhardt Chairs,90822,LP FIELD,10/14/2015,$140.00,$3.22,23%,$32.20,$32.20,Successful,10/29/2015,,"LP-97528, LP-97529",,,3655831244,$3000,$0.00,$107.80,Enterprise,0
2 Bernhardt Chairs,90821,LP FIELD,10/14/2015,$95.00,$2.18,23%,$21.85,$21.85,Successful,10/29/2015,,"LP-97524, LP-97525",,,3655831241,$3000,$0.00,$73.15,Enterprise,0
2 Bernhardt Chairs,90820,LP FIELD,10/14/2015,$110.00,$2.52,23%,$25.30,$25.30,Successful,10/15/2015,,"LP-97522, LP-97523",,,3654431844,$3000,$0.00,$84.70,Enterprise,0
2002 Thomas School Bus,90841,SCHOOL BOARD,10/14/2015,$1225.00,$0.00,23%,$281.75,$281.75,Successful,10/20/2015,,,8-Feb,,Money Order,$3000,$0.00,$943.25,Enterprise,0
2 Bernhardt Chairs,90826,LP FIELD,10/14/2015,$98.00,$0.00,23%,$22.54,$22.54,Successful,11/03/2015,,"LP-97507, LP-97508",,,Money Order,$3000,$0.00,$75.45,Enterprise,0
2 Bernhardt Chairs,90823,LP FIELD,10/14/2015,$96.00,$0.00,23%,$22.08,$22.08,Successful,11/03/2015,,"LP-97526, LP-97527",,,Money Order,$3000,$0.00,$73.92,Enterprise,0
2001 Chevrolet Malibu,90845,POLICE STATE DRUG FUND,10/14/2015,$217.00,$0.00,23%,$49.91,$49.91,Successful,10/21/2015,,,117957,117957,Money Order,$3000,$135.00,$32.09,Enterprise,0
2000 Chevrolet Monte Carlo,90844,POLICE STATE DRUG FUND,10/14/2015,$307.00,$0.00,23%,$70.61,$70.61,Successful,10/27/2015,,,1033968,1033968,Money Order,$3000,$95.00,$141.38,Enterprise,0
2002 Miles Straight Pull Trailer,90843,OFM-PUBLIC WORKS,10/14/2015,$1575.00,$0.00,23%,$362.25,$362.25,Successful,10/19/2015,80000015,,08D 4227,,Cashiers Check,$3000,$0.00,$1212.75,Enterprise,0
2002 Miles Straight Pull Trailer,90842,OFM-PUBLIC WORKS,10/14/2015,$1525.00,$0.00,23%,$350.75,$350.75,Successful,10/19/2015,80000014,,08D 4226,,Cashiers Check,$3000,$0.00,$1174.25,Enterprise,0
"4 Chairs, 2 End Tables & 1 Coffee Table",90832,LP FIELD,10/14/2015,$273.00,$0.00,23%,$62.79,$62.79,Successful,11/03/2015,,"LP-97513, LP-97514, LP-97658, LP-97659, LP-98022, LP-98023, LP-98024",,,Money Order,$3000,$0.00,$210.20,Enterprise,0
Side Layer,90840,SCHOOL BOARD WAREHOUSE,10/14/2015,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/29/2015,,SBS-7611,,,3655807740,$3000,$0.00,$1.54,Enterprise,0
"Dell 19"" Flat Screen Monitor",90839,FIRE,10/14/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/14/2015,,95890,,,3654328937,$3000,$0.00,$12.32,General Fund,0
"Dell 19"" Flat Screen Monitor",90838,FIRE,10/14/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/14/2015,,95888,,,3654328933,$3000,$0.00,$12.32,General Fund,0
"Dell 19"" Flat Screen Monitor",90837,FIRE,10/14/2015,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/16/2015,,95891,,,3654596814,$3000,$0.00,$13.09,General Fund,0
"Dell 19"" Flat Screen Monitor",90836,FIRE,10/14/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/15/2015,,95889,,,3654453143,$3000,$0.00,$12.32,General Fund,0
HP Printer,90835,FIRE,10/14/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/14/2015,,95927,,,3654325024,$3000,$0.00,$20.79,General Fund,0
HP Printer,90834,FIRE,10/14/2015,$25.00,$0.00,23%,$5.75,$5.75,Successful,10/27/2015,,96606,,,Money Order,$3000,$0.00,$19.25,General Fund,0
HP Printer,90833,FIRE,10/14/2015,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/14/2015,,96612,,,3654325019,$3000,$0.00,$9.24,General Fund,0
4 Bar Stools,90831,LP FIELD,10/14/2015,$55.00,$1.26,23%,$12.65,$12.65,Successful,10/15/2015,,"LP-97853, LP-97854, LP-97855, LP-97847",,,3654459250,$3000,$0.00,$42.35,Enterprise,0
4 Bar Stools,90829,LP FIELD,10/14/2015,$62.00,$1.43,23%,$14.26,$14.26,Successful,10/14/2015,,"LP-97895, LP-97896, LP-97897, LP-97898",,,3654325016,$3000,$0.00,$47.74,Enterprise,0
4 Bar Stools,90828,LP FIELD,10/14/2015,$65.00,$1.50,23%,$14.95,$14.95,Successful,10/15/2015,,"LP-96789, LP-97858, LP-97899, LP-97900",,,3654459248,$3000,$0.00,$50.05,Enterprise,0
2 Bernhardt Chairs,90827,LP FIELD,10/14/2015,$130.00,$2.99,23%,$29.90,$29.90,Successful,10/15/2015,,"LP-97511, LP-97512",,,3654415838,$3000,$0.00,$100.10,Enterprise,0
2 Bernhardt Chairs,90825,LP FIELD,10/14/2015,$140.00,$3.22,23%,$32.20,$32.20,Successful,10/21/2015,,"LP-97503, LP-97504",,,3654976102,$3000,$0.00,$107.80,Enterprise,0
Mitsubishi Vehicle Hood,90816,DRUG TASK FORCE,10/13/2015,$11.11,$0.26,23%,$2.55,$2.55,Successful,10/13/2015,,TF-327-227,,,3654248136,$3000,$0.00,$8.55,Enterprise,0
11 DVD's,90802,DRUG TASK FORCE,10/13/2015,$22.26,$0.51,23%,$5.11,$5.11,Successful,10/21/2015,,"TF-327-115, TF-327-116",,,3654991949,$3000,$0.00,$17.14,Enterprise,0
Samsung Sound Bar,90801,DRUG TASK FORCE,10/13/2015,$44.00,$1.01,23%,$10.12,$10.12,Successful,10/27/2015,,TF-327-099,,,3655579852,$3000,$0.00,$33.87,Enterprise,0
"Philips 9"" DVD Screen",90800,DRUG TASK FORCE,10/13/2015,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/27/2015,,TF-327-106,,,3655588505,$3000,$0.00,$9.24,Enterprise,0
Memorex DVD/CD Player,90798,DRUG TASK FORCE,10/13/2015,$23.00,$0.00,23%,$5.29,$5.29,Successful,10/21/2015,,TF-327-199,,,Money Order,$3000,$0.00,$17.71,Enterprise,0
